Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Unnamed: 0.1;;;;;;;;,Unnamed: 0.1
26,82,Mary Earps,86,83,83,83,85,41,85,44,36,10,10,62,13,12,26,68,13,12,31,29,14,12,29,40,86,20,35,14,7,11,15,14,64,38,63,31,GK,3,1,Right,"173cm / 5'8""",68kg / 150lb,,31,England,Arkema PL,Paris SG,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mary-earps/247504,83.0,83.0,83.0,85.0,85.0,,16187
63,97,Manuel Neuer,86,83,81,90,83,49,88,48,50,12,13,68,16,11,49,70,15,11,60,68,14,30,51,35,84,44,70,30,25,17,10,11,77,43,80,29,GK,4,1,Right,"193cm / 6'4""",93kg / 205lb,,38,Germany,Bundesliga,FC Bayern München,"Pinged Pass+, Far Throw, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuel-neuer/167495,83.0,81.0,90.0,88.0,83.0,,63
32,96,Lea Schüller,86,87,83,70,82,33,74,85,88,91,92,78,72,73,74,68,66,65,77,61,78,80,86,77,87,86,74,31,87,24,26,27,91,82,75,55,ST,3,3,Right,"173cm / 5'8""",60kg / 132lb,,26,Germany,GPFBL,FC Bayern München,"Power Header, Quick Step",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lea-schuller/244302,,,,,,,16193
32,96,Lea Schüller,86,87,83,70,82,33,74,85,88,91,92,78,72,73,74,68,66,65,77,61,78,80,86,77,87,86,74,31,87,24,26,27,91,82,75,55,ST,3,3,Right,"173cm / 5'8""",60kg / 132lb,,26,Germany,GPFBL,FC Bayern München,"Power Header, Quick Step",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lea-schuller/244302,,,,,,,16193
27,84,Lauren James,86,89,81,80,87,40,82,93,86,82,82,85,78,71,70,81,88,73,76,77,81,92,69,77,77,90,74,40,66,30,43,38,90,75,91,68,RW,4,5,Right,"175cm / 5'9""",77kg / 170lb,"CAM, RM",22,England,Barclays WSL,Chelsea,"Trickster+, First Touch, Flair, Long Ball Pass, Quick Step, Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lauren-james/265249,,,,,,,16188
27,84,Lauren James,86,89,81,80,87,40,82,93,86,82,82,85,78,71,70,81,88,73,76,77,81,92,69,77,77,90,74,40,66,30,43,38,90,75,91,68,RW,4,5,Right,"175cm / 5'9""",77kg / 170lb,"CAM, RM",22,England,Barclays WSL,Chelsea,"Trickster+, First Touch, Flair, Long Ball Pass, Quick Step, Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lauren-james/265249,,,,,,,16188
25,80,Lauren Hemp,86,90,76,84,87,63,70,91,90,83,76,83,70,69,68,83,92,80,81,79,86,87,90,91,86,88,70,69,63,56,69,57,78,88,63,62,LW,3,4,Left,"164cm / 5'5""",59kg / 130lb,LM,24,England,Barclays WSL,Manchester City,"Finesse Shot, First Touch, Quick Step, Rapid, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lauren-hemp/257008,,,,,,,16186
34,99,Kim Little,86,76,78,83,88,62,66,79,74,89,74,85,74,82,78,86,78,65,89,80,77,88,85,88,89,91,84,74,56,38,75,74,67,92,53,65,CM,4,3,Right,"162cm / 5'4""",57kg / 126lb,"CDM, CAM",34,Scotland,Barclays WSL,Arsenal,"Press Proven+, Incisive Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kim-little/245872,,,,,,,16195
34,99,Kim Little,86,76,78,83,88,62,66,79,74,89,74,85,74,82,78,86,78,65,89,80,77,88,85,88,89,91,84,74,56,38,75,74,67,92,53,65,CM,4,3,Right,"162cm / 5'4""",57kg / 126lb,"CDM, CAM",34,Scotland,Barclays WSL,Arsenal,"Press Proven+, Incisive Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kim-little/245872,,,,,,,16195
22,71,Khadija Shaw,86,69,86,71,78,32,85,70,69,89,90,88,80,77,75,79,59,55,78,68,58,79,55,42,86,86,86,25,91,23,30,20,92,81,92,71,ST,4,3,Right,"180cm / 5'11""",70kg / 154lb,,27,Jamaica,Barclays WSL,Manchester City,"Aerial+, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/khadija-shaw/246219,,,,,,,16183
22,71,Khadija Shaw,86,69,86,71,78,32,85,70,69,89,90,88,80,77,75,79,59,55,78,68,58,79,55,42,86,86,86,25,91,23,30,20,92,81,92,71,ST,4,3,Right,"180cm / 5'11""",70kg / 154lb,,27,Jamaica,Barclays WSL,Manchester City,"Aerial+, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/khadija-shaw/246219,,,,,,,16183
22,71,Khadija Shaw,86,69,86,71,78,32,85,70,69,89,90,88,80,77,75,79,59,55,78,68,58,79,55,42,86,86,86,25,91,23,30,20,92,81,92,71,ST,4,3,Right,"180cm / 5'11""",70kg / 154lb,,27,Jamaica,Barclays WSL,Manchester City,"Aerial+, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/khadija-shaw/246219,,,,,,,16183
49,73,João Cancelo,86,81,73,85,85,80,72,86,77,81,69,80,79,62,52,85,87,69,87,79,87,85,79,78,84,87,85,81,72,79,83,79,80,88,62,76,LB,4,4,Right,"182cm / 6'0""",74kg / 163lb,"RB, RM",30,Portugal,ROSHN Saudi League,Al Hilal,"Block, First Touch, Flair, Technical, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-cancelo/210514,,,,,,,49
49,73,João Cancelo,86,81,73,85,85,80,72,86,77,81,69,80,79,62,52,85,87,69,87,79,87,85,79,78,84,87,85,81,72,79,83,79,80,88,62,76,LB,4,4,Right,"182cm / 6'0""",74kg / 163lb,"RB, RM",30,Portugal,ROSHN Saudi League,Al Hilal,"Block, First Touch, Flair, Technical, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-cancelo/210514,,,,,,,49
58,89,Jonathan Tah,86,71,38,60,62,86,84,53,86,36,32,60,26,53,38,56,39,27,78,68,37,60,49,40,84,67,79,83,87,87,87,81,86,69,92,83,CB,3,2,Right,"195cm / 6'5""",94kg / 207lb,,28,Germany,Bundesliga,Leverkusen,Aerial,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonathan-tah/213331,,,,,,,58
33,98,Jill Roord,86,75,84,84,85,52,73,78,72,86,82,86,90,80,74,87,78,80,87,82,81,85,80,75,87,87,82,57,59,59,46,34,80,76,83,44,CAM,4,4,Right,"175cm / 5'9""",63kg / 139lb,"CM, RW",27,Holland,Barclays WSL,Manchester City,"First Touch, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jill-roord/240714,,,,,,,16194
33,98,Jill Roord,86,75,84,84,85,52,73,78,72,86,82,86,90,80,74,87,78,80,87,82,81,85,80,75,87,87,82,57,59,59,46,34,80,76,83,44,CAM,4,4,Right,"175cm / 5'9""",63kg / 139lb,"CM, RW",27,Holland,Barclays WSL,Manchester City,"First Touch, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jill-roord/240714,,,,,,,16194
33,98,Jill Roord,86,75,84,84,85,52,73,78,72,86,82,86,90,80,74,87,78,80,87,82,81,85,80,75,87,87,82,57,59,59,46,34,80,76,83,44,CAM,4,4,Right,"175cm / 5'9""",63kg / 139lb,"CM, RW",27,Holland,Barclays WSL,Manchester City,"First Touch, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jill-roord/240714,,,,,,,16194
64,100,Hakan Çalhanoğlu,86,71,80,87,85,79,76,74,68,74,75,86,87,74,90,89,78,85,89,89,88,84,83,80,86,88,85,82,65,80,81,78,76,81,72,80,CDM,5,4,Right,"178cm / 5'10""",69kg / 152lb,CM,30,Turkey,Serie A Enilive,Lombardia FC,"Incisive Pass+, Anticipate, First Touch, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hakan-calhanoglu/208128,,,,,,,64
47,70,Granit Xhaka,86,50,75,85,74,79,82,48,52,76,67,90,84,55,65,84,77,78,89,90,80,73,51,61,86,83,81,79,68,82,79,78,70,83,78,93,CDM,3,3,Left,"186cm / 6'1""",80kg / 176lb,CM,31,Switzerland,Bundesliga,Leverkusen,"Long Ball Pass+, Bruiser, Finesse Shot, Incisive Pass, Power Shot, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/granit-xhaka/199503,,,,,,,47
29,88,Grace Geyoro,86,79,72,82,83,83,79,86,73,80,75,74,71,52,59,83,70,65,89,86,72,82,74,82,87,86,79,88,64,80,90,80,81,93,74,71,CM,3,3,Right,"168cm / 5'6""",61kg / 134lb,CAM,27,France,Arkema PL,Paris SG,"Relentless+, Anticipate, Incisive Pass, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/grace-geyoro/237197,,,,,,,16190
23,75,Fridolina Rolfö,86,82,83,82,87,83,84,84,81,84,82,85,81,81,85,82,80,63,90,75,74,89,77,68,87,90,81,83,78,83,85,80,86,81,91,68,LB,5,4,Left,"179cm / 5'10""",69kg / 152lb,LW,30,Sweden,Liga F,FC Barcelona,"Jockey+, First Touch, Quick Step, Technical, Trickster, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fridolina-rolfo/227013,,,,,,,16184
23,75,Fridolina Rolfö,86,82,83,82,87,83,84,84,81,84,82,85,81,81,85,82,80,63,90,75,74,89,77,68,87,90,81,83,78,83,85,80,86,81,91,68,LB,5,4,Left,"179cm / 5'10""",69kg / 152lb,LW,30,Sweden,Liga F,FC Barcelona,"Jockey+, First Touch, Quick Step, Technical, Trickster, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fridolina-rolfo/227013,,,,,,,16184
45,68,Cristiano Ronaldo,86,77,88,77,80,34,77,73,80,90,87,92,85,83,90,78,78,76,79,70,79,77,76,61,87,86,92,29,87,24,32,24,94,80,79,62,ST,4,5,Right,"187cm / 6'2""",85kg / 187lb,,39,Portugal,ROSHN Saudi League,Al Nassr,"Power Shot+, Acrobatic, Aerial, Flair, Power Header, Trickster, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cristiano-ronaldo/20801,,,,,,,45
30,93,Chloe Kelly,86,88,79,85,85,43,68,89,88,84,76,88,79,71,65,86,89,81,84,84,86,85,85,76,83,86,81,50,50,44,38,38,77,77,75,35,RW,4,4,Right,"168cm / 5'6""",58kg / 128lb,RM,26,England,Barclays WSL,Manchester City,"Dead Ball, Flair, Quick Step, Technical, Trickster, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chloe-kelly/257001,,,,,,,16191
30,93,Chloe Kelly,86,88,79,85,85,43,68,89,88,84,76,88,79,71,65,86,89,81,84,84,86,85,85,76,83,86,81,50,50,44,38,38,77,77,75,35,RW,4,4,Right,"168cm / 5'6""",58kg / 128lb,RM,26,England,Barclays WSL,Manchester City,"Dead Ball, Flair, Quick Step, Technical, Trickster, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chloe-kelly/257001,,,,,,,16191
30,93,Chloe Kelly,86,88,79,85,85,43,68,89,88,84,76,88,79,71,65,86,89,81,84,84,86,85,85,76,83,86,81,50,50,44,38,38,77,77,75,35,RW,4,4,Right,"168cm / 5'6""",58kg / 128lb,RM,26,England,Barclays WSL,Manchester City,"Dead Ball, Flair, Quick Step, Technical, Trickster, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chloe-kelly/257001,,,,,,,16191
54,81,Carvajal,86,81,58,79,81,81,79,82,81,75,56,68,52,53,45,78,85,47,84,74,77,78,78,84,85,85,83,81,76,80,84,83,85,84,74,85,RB,3,3,Right,"173cm / 5'8""",73kg / 161lb,,32,Spain,LALIGA EA SPORTS,Real Madrid,"Block, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carvajal/204963,,,,,,,54
60,91,Bremer,86,82,50,58,66,86,85,78,86,58,49,68,39,38,43,45,46,24,75,69,42,62,65,67,79,68,78,84,87,87,87,84,94,75,89,84,CB,2,2,Right,"187cm / 6'2""",84kg / 185lb,,27,Brazil,Serie A Enilive,Juventus,"Aerial, Block, Bruiser, Intercept, Long Ball Pass, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bremer/239580,,,,,,,60
60,91,Bremer,86,82,50,58,66,86,85,78,86,58,49,68,39,38,43,45,46,24,75,69,42,62,65,67,79,68,78,84,87,87,87,84,94,75,89,84,CB,2,2,Right,"187cm / 6'2""",84kg / 185lb,,27,Brazil,Serie A Enilive,Juventus,"Aerial, Block, Bruiser, Intercept, Long Ball Pass, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bremer/239580,,,,,,,60
60,91,Bremer,86,82,50,58,66,86,85,78,86,58,49,68,39,38,43,45,46,24,75,69,42,62,65,67,79,68,78,84,87,87,87,84,94,75,89,84,CB,2,2,Right,"187cm / 6'2""",84kg / 185lb,,27,Brazil,Serie A Enilive,Juventus,"Aerial, Block, Bruiser, Intercept, Long Ball Pass, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bremer/239580,,,,,,,60
71,101,N'Golo Kanté,85,76,65,73,80,85,78,79,74,72,64,71,65,56,54,77,68,49,80,74,49,78,78,93,87,81,82,88,54,88,90,86,73,82,72,87,CDM,3,2,Right,"168cm / 5'6""",70kg / 154lb,CM,33,France,ROSHN Saudi League,Al Ittihad,"Intercept+, Press Proven, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/n-golo-kante/215914,,,,,,,71
88,101,Diogo Jota,85,82,82,75,84,57,79,85,80,88,85,86,76,79,69,78,73,58,77,72,77,83,86,87,88,85,83,56,86,53,57,45,91,80,75,85,ST,5,4,Right,"178cm / 5'10""",70kg / 154lb,LW,27,Portugal,Premier League,Liverpool,"Rapid, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diogo-jota/224458,,,,,,,88
52,101,Becky Sauerbrunn,85,61,44,61,69,87,83,63,60,50,44,45,42,37,43,61,51,36,71,63,46,65,60,68,77,74,82,84,83,92,86,82,88,72,91,76,CB,3,2,Right,"170cm / 5'7""",64kg / 141lb,,39,United States,NWSL,Portland Thorns,"Bruiser, Intercept, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/becky-sauerbrunn/226177,,,,,,,16213
111,149,Viktor Gyökeres,84,90,83,67,80,36,91,88,92,83,86,85,78,74,81,77,61,59,73,52,70,80,77,77,84,82,82,28,81,34,34,16,95,93,91,87,ST,5,3,Right,"187cm / 6'2""",90kg / 198lb,LW,26,Sweden,Liga Portugal,Sporting CP,Press Proven,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/viktor-gyokeres/241651,,,,,,,111
141,222,Youssef En-Nesyri,83,82,82,63,77,36,80,80,84,85,86,83,77,77,73,56,51,56,77,58,63,79,67,39,82,82,75,33,90,27,31,27,93,83,79,76,ST,3,3,Left,"188cm / 6'2""",78kg / 172lb,,27,Morocco,Trendyol Süper Lig,Fenerbahçe,"Power Header+, Aerial, Quick Step, Rapid, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/youssef-en-nesyri/235410,,,,,,,141
141,222,Youssef En-Nesyri,83,82,82,63,77,36,80,80,84,85,86,83,77,77,73,56,51,56,77,58,63,79,67,39,82,82,75,33,90,27,31,27,93,83,79,76,ST,3,3,Left,"188cm / 6'2""",78kg / 172lb,,27,Morocco,Trendyol Süper Lig,Fenerbahçe,"Power Header+, Aerial, Quick Step, Rapid, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/youssef-en-nesyri/235410,,,,,,,141
184,222,Nuno Mendes,83,89,58,76,82,78,76,91,88,77,45,80,63,54,45,72,81,59,79,72,73,81,82,84,81,82,80,78,72,77,79,80,86,81,73,74,LB,4,3,Left,"180cm / 5'11""",70kg / 154lb,,22,Portugal,Ligue 1 McDonald's,Paris SG,"Pinged Pass, Quick Step, Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nuno-mendes/252145,,,,,,,184
164,222,Gerard Moreno,83,77,85,77,81,46,72,77,77,84,88,82,81,81,85,78,77,62,79,75,77,83,77,72,82,82,80,42,82,44,41,41,87,77,73,61,ST,4,3,Left,"180cm / 5'11""",77kg / 170lb,"RW, CAM",32,Spain,LALIGA EA SPORTS,Villarreal CF,"Finesse Shot, Power Shot, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gerard-moreno/208093,,,,,,,164
95,222,Ellie Carpenter,83,81,51,78,77,81,79,82,80,60,45,68,48,42,43,65,87,41,84,85,71,76,71,77,78,80,84,83,68,79,87,81,84,73,81,78,RB,3,3,Right,"164cm / 5'5""",60kg / 132lb,,24,Australia,Arkema PL,OL,"Block, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ellie-carpenter/240030,,,,,,,16256
254,322,Thomas Müller,82,57,82,83,79,55,68,54,60,92,84,78,79,84,70,87,85,59,84,79,81,78,67,69,91,82,89,58,79,47,57,46,73,77,66,62,CAM,4,3,Right,"185cm / 6'1""",76kg / 168lb,ST,35,Germany,Bundesliga,FC Bayern München,"Incisive Pass, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-muller/189596,,,,,,,254
134,322,Rafaelle,82,61,39,68,65,83,80,54,66,52,35,48,34,27,56,48,69,30,80,78,60,57,73,54,77,73,78,85,81,85,82,82,82,74,82,82,CB,3,2,Left,"175cm / 5'9""",64kg / 141lb,,33,Brazil,NWSL,Orlando Pride,"Intercept, Jockey, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafaelle/227421,,,,,,,16295
224,322,Niclas Füllkrug,82,63,84,71,75,43,81,63,63,85,84,89,78,81,88,76,65,68,78,59,72,74,64,67,83,79,80,24,89,41,46,30,89,68,86,82,ST,4,3,Right,"188cm / 6'2""",83kg / 183lb,,31,Germany,Premier League,West Ham,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niclas-fullkrug/205431,,,,,,,224
227,322,Matthias Ginter,82,54,59,71,66,85,75,54,54,55,55,79,46,53,67,72,68,42,79,74,44,61,54,50,85,75,77,85,83,87,86,78,83,57,84,74,CB,3,2,Right,"189cm / 6'2""",87kg / 192lb,,30,Germany,Bundesliga,SC Freiburg,"Anticipate, Pinged Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matthias-ginter/207862,,,,,,,227
150,322,Marina Hegering,82,62,51,64,71,83,78,60,64,49,60,50,35,37,58,42,40,60,84,78,64,62,73,75,81,78,83,78,86,85,85,82,84,75,76,83,CB,3,3,Right,"170cm / 5'7""",59kg / 130lb,,34,Germany,GPFBL,VfL Wolfsburg,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marina-hegering/248715,,,,,,,16311
205,322,Marco Carnesecchi,82,84,79,71,85,30,83,24,39,9,8,53,10,7,17,54,11,12,36,31,18,14,40,25,70,21,40,13,20,16,15,12,58,28,55,27,GK,3,1,Right,"191cm / 6'3""",83kg / 183lb,,24,Italy,Serie A Enilive,Bergamo Calcio,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-carnesecchi/252154,84.0,79.0,71.0,83.0,85.0,,205
194,322,Joelinton,82,76,72,76,82,81,89,70,81,80,74,84,61,60,61,83,71,38,83,78,58,84,68,66,85,85,83,84,82,79,83,76,90,88,90,89,CM,3,3,Right,"186cm / 6'1""",81kg / 179lb,LW,28,Brazil,Premier League,Newcastle Utd,"Bruiser, Intercept, Press Proven, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joelinton/223334,,,,,,,194
135,322,Daphne Corboz,82,65,76,83,82,75,77,64,66,80,72,85,79,61,71,86,79,70,87,84,72,82,70,86,78,86,79,80,46,79,78,74,68,79,81,67,CDM,4,3,Right,"157cm / 5'2""",54kg / 119lb,CM,31,France,Arkema PL,Paris FC,"Anticipate, Block, Incisive Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daphne-corboz/264963,,,,,,,16296
298,458,Youssouf Fofana,81,69,68,74,77,78,80,67,70,73,66,76,70,46,64,77,66,56,80,78,66,77,70,75,79,79,77,81,63,78,81,76,75,90,77,78,CDM,3,3,Right,"185cm / 6'1""",74kg / 163lb,CM,25,France,Serie A Enilive,Milano FC,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/youssouf-fofana/245630,,,,,,,298
196,458,Sofia Jakobsson,81,81,77,78,79,54,72,80,81,80,80,72,75,76,79,75,82,62,80,76,76,80,80,53,76,82,77,60,69,63,40,41,80,83,72,54,LM,3,3,Right,"174cm / 5'9""",62kg / 137lb,"RM, LW",34,Sweden,NWSL,San Diego Wave,"Finesse Shot, Incisive Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sofia-jakobsson/226973,,,,,,,16357
291,458,Rui Silva,81,82,76,77,84,31,81,31,30,20,20,58,14,20,30,55,13,20,29,30,19,18,34,24,73,24,49,27,14,25,10,19,62,27,66,19,GK,3,1,Right,"191cm / 6'3""",91kg / 201lb,,30,Portugal,LALIGA EA SPORTS,Real Betis,"Deflector, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rui-silva/210385,82.0,76.0,77.0,81.0,84.0,,291
221,458,Lotte Wubben-Moy,81,58,42,62,65,83,76,62,54,40,38,50,42,30,58,57,32,32,81,79,55,59,59,41,75,74,84,80,82,88,81,80,85,66,81,76,CB,3,2,Right,"178cm / 5'10""",67kg / 148lb,,25,England,Barclays WSL,Arsenal,"Block, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lotte-wubben-moy/263013,,,,,,,16382
323,458,Kaoru Mitoma,81,84,73,75,85,57,65,89,79,77,79,69,68,69,63,81,76,62,80,59,71,87,89,79,77,84,79,57,52,56,59,54,73,75,62,58,LM,4,4,Right,"178cm / 5'10""",71kg / 157lb,LW,27,Japan,Premier League,Brighton,"Finesse Shot, Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kaoru-mitoma/255565,,,,,,,323
346,458,Joey Veerman,81,55,72,85,77,66,72,68,45,70,70,76,77,59,67,88,82,77,86,88,78,77,72,70,75,80,80,67,55,70,68,59,61,84,68,68,CM,4,3,Right,"185cm / 6'1""",75kg / 165lb,"CDM, CAM",25,Holland,Eredivisie,PSV,"Dead Ball, Finesse Shot, First Touch, Incisive Pass, Long Ball Pass, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joey-veerman/253109,,,,,,,346
398,577,Vincenzo Grifo,80,69,77,82,81,43,64,74,65,79,73,85,75,73,92,78,88,88,81,76,89,81,79,77,82,82,77,45,47,48,41,30,65,70,65,52,LM,2,4,Right,"180cm / 5'11""",80kg / 176lb,"CAM, LW",31,Italy,Bundesliga,SC Freiburg,"Dead Ball+, Finesse Shot, Incisive Pass, Long Ball Pass, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vincenzo-grifo/212096,,,,,,,398
381,577,Michele Di Gregorio,80,82,78,78,82,56,82,55,57,9,9,59,18,11,17,65,13,14,48,46,17,28,55,55,68,30,56,15,11,21,14,10,69,36,68,26,GK,3,1,Right,"187cm / 6'2""",82kg / 181lb,,27,Italy,Serie A Enilive,Juventus,"1v1 Close Down, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michele-di-gregorio/235840,82.0,78.0,78.0,82.0,82.0,,381
242,577,Lola Gallardo,80,81,75,77,82,51,80,49,54,15,12,58,18,14,23,21,22,22,30,27,15,10,57,60,75,22,52,18,14,17,16,20,70,35,72,26,GK,3,1,Right,"172cm / 5'8""",57kg / 126lb,,31,Spain,Liga F,Atlético de Madrid,"Cross Claimer, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lola-gallardo/227204,81.0,75.0,77.0,80.0,82.0,,16403
365,577,Harvey Barnes,80,85,78,75,81,43,68,84,85,81,78,82,80,68,54,80,72,69,78,69,76,81,78,77,83,82,77,43,46,44,43,40,72,74,71,53,LW,4,3,Right,"185cm / 6'1""",72kg / 159lb,LM,26,England,Premier League,Newcastle Utd,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/harvey-barnes/234742,,,,,,,365
267,577,Faustine Robert,80,89,78,77,79,55,54,87,90,80,76,83,83,68,71,73,81,82,79,71,80,77,87,70,75,81,78,51,48,57,59,52,57,83,34,69,RM,4,4,Right,"166cm / 5'5""",48kg / 106lb,"RW, ST",30,France,Arkema PL,FC Fleury 91,"Dead Ball, Finesse Shot, Flair, Quick Step, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/faustine-robert/265843,,,,,,,16428
264,577,Denise O'Sullivan,80,82,70,72,78,78,79,80,83,81,71,78,62,51,67,83,45,59,81,78,58,78,74,72,79,80,79,81,64,78,81,74,83,76,81,78,CDM,3,3,Right,"163cm / 5'4""",56kg / 123lb,CM,30,Republic of Ireland,NWSL,NC Courage,"Anticipate, Block, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/denise-o-sullivan/267238,,,,,,,16425
590,736,Valentin Rongier,79,65,65,75,78,75,78,68,63,65,59,74,68,66,65,75,65,69,80,77,74,76,74,88,78,79,81,80,53,76,80,72,71,82,77,77,CDM,4,3,Right,"172cm / 5'8""",67kg / 148lb,CM,29,France,Ligue 1 McDonald's,OM,"Incisive Pass, Press Proven, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentin-rongier/223874,,,,,,,590
293,736,Savannah DeMelo,79,66,76,78,80,52,67,68,64,80,78,74,74,65,72,80,74,76,79,76,78,81,74,56,80,85,77,48,57,49,58,49,66,72,61,78,CAM,3,4,Right,"163cm / 5'4""",57kg / 126lb,CM,26,United States,NWSL,Rac. Louisville,"Dead Ball, Technical, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/savannah-de-melo/267318,,,,,,,16454
607,736,Quinten Timber,79,77,76,75,79,75,81,86,70,77,74,81,80,65,60,78,66,58,80,77,71,79,80,82,80,80,75,76,65,75,77,75,86,78,82,82,CM,4,3,Right,"179cm / 5'10""",71kg / 157lb,"CAM, CDM",23,Holland,Eredivisie,Feyenoord,"Bruiser, Incisive Pass, Power Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/quinten-timber/251806,,,,,,,607
480,736,Marco Bizot,79,79,76,72,80,46,79,45,47,13,15,54,14,13,36,56,20,15,28,33,20,12,50,40,76,32,47,17,16,11,12,14,66,32,64,39,GK,2,1,Right,"193cm / 6'4""",88kg / 194lb,,33,Holland,Ligue 1 McDonald's,Stade Brestois 29,"Deflector, Far Throw, Footwork, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-bizot/200110,79.0,76.0,72.0,79.0,80.0,,480
